name,artist,,,tags,,year,,,,,,,,,
Everybody's Changing,Keane,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, piano, britpop, mellow",,2004,,,,,,,,,
Black,Pearl Jam,,,"rock, alternative, alternative_rock, 90s, grunge",,2000,,,,,,,,,
The Passenger,Iggy Pop,,,"rock, alternative, classic_rock, punk, punk_rock, 70s",,2009,,,,,,,,,
Ooh La,The Kooks,,,"rock, alternative, indie, indie_rock, british, britpop",,2006,,,,,,,,,
There Is a Light That Never Goes Out,The Smiths,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, love, beautiful, britpop",,2008,,,,,,,,,
Street Spirit (Fade Out),Radiohead,,,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow",,1996,,,,,,,,,
Stockholm Syndrome,Muse,,,"rock, alternative, indie, alternative_rock, progressive_rock, british",,2003,,,,,,,,,
The Great Gig in the Sky,Pink Floyd,,,"rock, female_vocalists, classic_rock, instrumental, progressive_rock, psychedelic, 70s, beautiful, psychedelic_rock",,2001,,,,,,,,,
Bullet With Butterfly Wings,The Smashing Pumpkins,,,"rock, alternative, alternative_rock, hard_rock, 90s, grunge",,2008,,,,,,,,,
Free Bird,Lynyrd Skynyrd,,,"rock, classic_rock, 70s, guitar",,2008,,,,,,,,,
Feeling Good,Muse,,,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, cover",,2009,,,,,,,,,
Tighten Up,The Black Keys,,,"rock, alternative, indie, indie_rock, blues, blues_rock",,2010,,,,,,,,,
Riot Van,Arctic Monkeys,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2006,,,,,,,,,
Self Esteem,The Offspring,,,"rock, alternative, alternative_rock, punk, punk_rock, 90s",,1994,,,,,,,,,
From the Ritz to the Rubble,Arctic Monkeys,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2006,,,,,,,,,
Banana Pancakes,Jack Johnson,,,"rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, love, mellow, chill",,2005,,,,,,,,,
Mr. Jones,Counting Crows,,,"rock, alternative, indie, pop, alternative_rock, 90s",,2003,,,,,,,,,
Demons,Imagine Dragons,,,"rock, alternative, indie, alternative_rock, indie_rock, american",,2014,,,,,,,,,
Mrs. Robinson,Simon & Garfunkel,,,"rock, pop, classic_rock, folk, singer_songwriter, soundtrack, acoustic, 70s, 60s, oldies",,2004,,,,,,,,,
Teenagers,My Chemical Romance,,,"rock, alternative, alternative_rock, punk, punk_rock, emo",,2004,,,,,,,,,
Golden Skans,Klaxons,,,"rock, electronic, alternative, indie, indie_rock, british",,2007,,,,,,,,,
All Star,Smash Mouth,,,"rock, alternative, pop, alternative_rock, soundtrack, 90s, pop_rock, ska",,2000,,,,,,,,,
Knockin' on Heaven's Door,Guns N' Roses,,,"rock, metal, classic_rock, hard_rock, 80s, 90s, cover",,2004,,,,,,,,,
Parallel Universe,Red Hot Chili Peppers,,,"rock, alternative, alternative_rock, 90s, funk",,2003,,,,,,,,,
Somebody to Love,Jefferson Airplane,,,"rock, female_vocalists, classic_rock, psychedelic, 60s, oldies, psychedelic_rock",,2008,,,,,,,,,
Faust Arp,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, acoustic, beautiful",,2007,,,,,,,,,
Adam's Song,blink-182,,,"rock, alternative, alternative_rock, punk, punk_rock, emo",,2005,,,,,,,,,
Green Eyes,Coldplay,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, acoustic, love, beautiful, 00s, guitar, britpop, mellow",,2002,,,,,,,,,
Sail,Awolnation,,,"rock, electronic, alternative, indie, alternative_rock, indie_rock, chill",,2011,,,,,,,,,
Fat Lip,Sum 41,,,"rock, alternative, alternative_rock, punk, punk_rock",,2003,,,,,,,,,
Climbing Up the Walls,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, british, chillout, 90s, beautiful, britpop",,1996,,,,,,,,,
Do You Want To,Franz Ferdinand,,,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",,2005,,,,,,,,,
Linger,The Cranberries,,,"rock, alternative, indie, pop, female_vocalists, alternative_rock, 90s, love, mellow",,2010,,,,,,,,,
Videotape,Radiohead,,,"rock, alternative, indie, alternative_rock, experimental, british, piano, beautiful, britpop, mellow",,2007,,,,,,,,,
Still Take You Home,Arctic Monkeys,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2006,,,,,,,,,
Go Your Own Way,Fleetwood Mac,,,"rock, pop, classic_rock, 70s",,1977,,,,,,,,,
Heads Will Roll,Yeah Yeah Yeahs,,,"rock, electronic, alternative, indie, female_vocalists, indie_rock, dance, 00s",,2009,,,,,,,,,
The Final Countdown,Europe,,,"rock, classic_rock, hard_rock, 80s",,2011,,,,,,,,,
Something Good Can Work,Two Door Cinema Club,,,"rock, electronic, alternative, indie, pop, indie_rock, british, indie_pop, britpop",,2010,,,,,,,,,
The Youth,MGMT,,,"rock, electronic, alternative, indie, indie_rock, psychedelic, indie_pop",,2008,,,,,,,,,
Electioneering,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop",,1996,,,,,,,,,
God Put a Smile Upon Your Face,Coldplay,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, 00s, britpop",,2016,,,,,,,,,
On Melancholy Hill,Gorillaz,,,"rock, electronic, alternative, indie, pop, british, beautiful",,2010,,,,,,,,,
Walk on the Wild Side,Lou Reed,,,"rock, classic_rock, singer_songwriter, 70s",,2010,,,,,,,,,
Guerrilla Radio,Rage Against the Machine,,,"rock, alternative, metal, alternative_rock, hard_rock, 90s",,1999,,,,,,,,,
On Top,The Killers,,,"rock, electronic, alternative, indie, alternative_rock, indie_rock",,2004,,,,,,,,,
Going Under,Evanescence,,,"rock, alternative, female_vocalists, metal, alternative_rock, gothic_metal, gothic",,2003,,,,,,,,,
Run,Snow Patrol,,,"rock, alternative, indie, alternative_rock, indie_rock, british, love, beautiful, britpop, mellow",,2007,,,,,,,,,
Smooth Criminal,Alien Ant Farm,,,"rock, alternative, alternative_rock, punk, hard_rock, punk_rock, cover",,2010,,,,,,,,,
Map of the Problematique,Muse,,,"rock, electronic, alternative, indie, alternative_rock, indie_rock, progressive_rock, british",,2007,,,,,,,,,
Strawberry Swing,Coldplay,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, love, beautiful, 00s, britpop, mellow",,2009,,,,,,,,,
Kids With Guns,Gorillaz,,,"rock, electronic, alternative, indie, pop, alternative_rock, british, hip_hop, trip_hop",,2005,,,,,,,,,
Brianstorm,Arctic Monkeys,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2007,,,,,,,,,
How to Disappear Completely,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, beautiful, 00s, mellow",,2000,,,,,,,,,
Today,The Smashing Pumpkins,,,"rock, alternative, indie, alternative_rock, indie_rock, 90s, beautiful, grunge",,1993,,,,,,,,,
Us and Them,Pink Floyd,,,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",,1973,,,,,,,,,
Crazy Little Thing Called Love,Queen,,,"rock, classic_rock, 80s, british, 70s",,2009,,,,,,,,,
No Cars Go,Arcade Fire,,,"rock, alternative, indie, alternative_rock, indie_rock, beautiful",,2007,,,,,,,,,
Pompeii,Bastille,,,"rock, alternative, indie, pop, indie_rock, british, indie_pop",,2013,,,,,,,,,
Hey You,Pink Floyd,,,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",,2011,,,,,,,,,
Is This It,The Strokes,,,"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",,2001,,,,,,,,,
New Born,Muse,,,"rock, alternative, indie, alternative_rock, progressive_rock, british",,2001,,,,,,,,,
My Generation,The Who,,,"rock, classic_rock, hard_rock, british, 60s",,1984,,,,,,,,,
Sunday Morning,Maroon 5,,,"rock, alternative, pop, alternative_rock, mellow, pop_rock, chill",,2017,,,,,,,,,
Hypnotize,System of a Down,,,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",,2005,,,,,,,,,
Complicated,Avril Lavigne,,,"rock, alternative, pop, female_vocalists, alternative_rock, punk, punk_rock, 00s, pop_rock",,2002,,,,,,,,,
Be Yourself,Audioslave,,,"rock, alternative, alternative_rock, hard_rock, grunge",,2018,,,,,,,,,
Love Me Two Times,The Doors,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,2006,,,,,,,,,
Everybody Wants to Rule the World,Tears for Fears,,,"rock, pop, 80s, new_wave",,2010,,,,,,,,,
The National Anthem,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, jazz, experimental, progressive_rock, british, 00s, britpop, avant_garde",,2000,,,,,,,,,
Fell in Love With a Girl,The White Stripes,,,"rock, alternative, indie, alternative_rock, indie_rock, 00s",,2001,,,,,,,,,
Icky Thump,The White Stripes,,,"rock, alternative, indie, alternative_rock, indie_rock, 00s, blues_rock",,2007,,,,,,,,,
Bombtrack,Rage Against the Machine,,,"rock, alternative, metal, alternative_rock, hard_rock, 90s",,2002,,,,,,,,,
Here Comes Your Man,Pixies,,,"rock, alternative, indie, alternative_rock, punk, indie_rock, 80s, post_punk",,1989,,,,,,,,,
"Sitting, Waiting, Wishing",Jack Johnson,,,"rock, alternative, pop, folk, singer_songwriter, chillout, acoustic, guitar, mellow, chill",,2004,,,,,,,,,
Pyramid Song,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, british, chillout, piano, beautiful, mellow",,2001,,,,,,,,,
My Iron Lung,Radiohead,,,"rock, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop",,1995,,,,,,,,,
In Too Deep,Sum 41,,,"rock, alternative, alternative_rock, punk, punk_rock",,2010,,,,,,,,,
Foxy Lady,Jimi Hendrix,,,"rock, classic_rock, hard_rock, psychedelic, 60s, psychedelic_rock, guitar",,2007,,,,,,,,,
Your Song,Elton John,,,"rock, pop, classic_rock, singer_songwriter, british, piano, 70s, male_vocalists, oldies, love",,2007,,,,,,,,,
(Don't Fear) The Reaper,Blue Öyster Cult,,,"rock, classic_rock, hard_rock, 70s",,1999,,,,,,,,,
From Yesterday,30 Seconds to Mars,,,"rock, alternative, alternative_rock, emo",,2005,,,,,,,,,
Thnks fr th Mmrs,Fall Out Boy,,,"rock, alternative, pop, alternative_rock, punk, punk_rock, emo, pop_rock",,2009,,,,,,,,,
Sabotage,Beastie Boys,,,"rock, alternative, punk, rap, 90s, hip_hop",,1994,,,,,,,,,
I Want to Break Free,Queen,,,"rock, pop, classic_rock, 80s, british",,1984,,,,,,,,,
Kashmir,Led Zeppelin,,,"rock, classic_rock, hard_rock, progressive_rock, british, 70s",,1975,,,,,,,,,
Du hast,Rammstein,,,"rock, metal, hard_rock, heavy_metal, industrial, german",,1997,,,,,,,,,
12:51,The Strokes,,,"rock, alternative, indie, alternative_rock, indie_rock, 00s",,2003,,,,,,,,,
Revelry,Kings of Leon,,,"rock, alternative, indie, alternative_rock, indie_rock, male_vocalists, beautiful, 00s, mellow",,2008,,,,,,,,,
I Still Haven't Found What I'm Looking For,U2,,,"rock, alternative, pop, classic_rock, 80s",,1998,,,,,,,,,
Personal Jesus,Depeche Mode,,,"rock, electronic, alternative, pop, 80s, british, new_wave, synthpop",,2012,,,,,,,,,
Road Trippin',Red Hot Chili Peppers,,,"rock, alternative, alternative_rock, 90s, acoustic, funk",,1999,,,,,,,,,
Rock and Roll,Led Zeppelin,,,"rock, classic_rock, hard_rock, british, 70s, blues_rock",,2013,,,,,,,,,
Save Tonight,Eagle-Eye Cherry,,,"rock, alternative, pop, alternative_rock, singer_songwriter, 90s, pop_rock",,2012,,,,,,,,,
Message in a Bottle,The Police,,,"rock, pop, classic_rock, 80s, british, new_wave, 70s",,1979,,,,,,,,,
For What It's Worth,Buffalo Springfield,,,"rock, classic_rock, folk, 60s, oldies",,2007,,,,,,,,,
This Fire,Franz Ferdinand,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2004,,,,,,,,,
Rockstar,Nickelback,,,"rock, alternative, alternative_rock, hard_rock",,2010,,,,,,,,,
Bodies,Drowning Pool,,,"rock, alternative, metal, hard_rock, heavy_metal, hardcore, nu_metal",,2001,,,,,,,,,
So What,P!nk,,,"rock, pop, female_vocalists, dance, pop_rock",,2008,,,,,,,,,
Ziggy Stardust,David Bowie,,,"rock, classic_rock, british, 70s",,2009,,,,,,,,,
Tears Don't Fall,Bullet for My Valentine,,,"rock, metal, hardcore, metalcore, emo, screamo",,2006,,,,,,,,,
Evil,Interpol,,,"rock, alternative, indie, alternative_rock, indie_rock, post_punk",,2004,,,,,,,,,
Cape Cod Kwassa Kwassa,Vampire Weekend,,,"rock, alternative, indie, pop, indie_rock, american, indie_pop, 00s",,2012,,,,,,,,,
Warning Sign,Coldplay,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, love, beautiful, britpop, mellow",,2002,,,,,,,,,
ATWA,System of a Down,,,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, nu_metal",,2001,,,,,,,,,
Fitter Happier,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, british, 90s, britpop",,1997,,,,,,,,,
Crazy Train,Ozzy Osbourne,,,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal",,1964,,,,,,,,,
Cocaine,Eric Clapton,,,"rock, classic_rock, blues, 70s, guitar, blues_rock",,2006,,,,,,,,,
Everybody Hurts,R.E.M.,,,"rock, alternative, indie, pop, alternative_rock, classic_rock, 90s",,2003,,,,,,,,,
Disarm,The Smashing Pumpkins,,,"rock, alternative, indie, alternative_rock, 90s, acoustic, beautiful, grunge",,1993,,,,,,,,,
Open Your Eyes,Snow Patrol,,,"rock, alternative, indie, alternative_rock, indie_rock, british, love, britpop",,2009,,,,,,,,,
Neighborhood #1 (Tunnels),Arcade Fire,,,"rock, alternative, indie, alternative_rock, indie_rock, piano, indie_pop, beautiful, 00s",,2005,,,,,,,,,
This Charming Man,The Smiths,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, 80s, british, new_wave, post_punk, britpop",,2011,,,,,,,,,
What I Got,Sublime,,,"rock, alternative, alternative_rock, punk, 90s, reggae, chill, ska",,2005,,,,,,,,,
Sparks,Coldplay,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, british, chillout, acoustic, love, beautiful, britpop, mellow, chill",,2016,,,,,,,,,
Don't You (Forget About Me),Simple Minds,,,"rock, pop, 80s, new_wave, pop_rock",,2010,,,,,,,,,
Sad but True,Metallica,,,"rock, metal, hard_rock, heavy_metal, thrash_metal, 90s",,1991,,,,,,,,,
The Tourist,Radiohead,,,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow",,1997,,,,,,,,,
While My Guitar Gently Weeps,The Beatles,,,"rock, pop, classic_rock, british, 60s, oldies, beautiful, guitar",,2006,,,,,,,,,
The Bitter End,Placebo,,,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",,2006,,,,,,,,,
Girls & Boys,Blur,,,"rock, alternative, indie, pop, alternative_rock, dance, british, 90s, britpop",,1994,,,,,,,,,
The Bends,Radiohead,,,"rock, alternative, indie, alternative_rock, experimental, indie_rock, british, 90s, britpop",,2008,,,,,,,,,
California Dreamin',The Mamas & the Papas,,,"rock, pop, classic_rock, folk, 60s, oldies",,2011,,,,,,,,,
Weird Fishes/Arpeggi,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, beautiful, 00s",,2013,,,,,,,,,
Kiss Me,Sixpence None the Richer,,,"rock, alternative, pop, female_vocalists, soundtrack, 90s, love, pop_rock",,2014,,,,,,,,,
Walk of Life,Dire Straits,,,"rock, pop, classic_rock, 80s, guitar",,2005,,,,,,,,,
Dazed and Confused,Led Zeppelin,,,"rock, classic_rock, hard_rock, progressive_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",,2003,,,,,,,,,
Good Times Bad Times,Led Zeppelin,,,"rock, classic_rock, hard_rock, british, 70s, 60s, blues_rock",,1969,,,,,,,,,
Show Me How To Live,Audioslave,,,"rock, alternative, alternative_rock, hard_rock, grunge",,2002,,,,,,,,,
Kid A,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, ambient, experimental, british, chillout, post_rock, 00s",,2000,,,,,,,,,
Territorial Pissings,Nirvana,,,"rock, alternative, alternative_rock, 90s, grunge",,1991,,,,,,,,,
Notion,Kings of Leon,,,"rock, alternative, indie, alternative_rock, indie_rock, 00s",,2009,,,,,,,,,
On the Run,Pink Floyd,,,"rock, electronic, classic_rock, experimental, instrumental, progressive_rock, british, psychedelic, 70s, psychedelic_rock",,1973,,,,,,,,,
Helena,My Chemical Romance,,,"rock, alternative, alternative_rock, punk, punk_rock, emo, screamo",,2014,,,,,,,,,
Bones,The Killers,,,"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",,2010,,,,,,,,,
Lovefool,The Cardigans,,,"rock, alternative, pop, female_vocalists, soundtrack, 90s, love, swedish",,2008,,,,,,,,,
Roadhouse Blues,The Doors,,,"rock, classic_rock, blues, psychedelic, 70s, 60s, psychedelic_rock, blues_rock",,1991,,,,,,,,,
Optimistic,Radiohead,,,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, post_rock, 00s, britpop",,2000,,,,,,,,,
Scars,Papa Roach,,,"rock, alternative, metal, alternative_rock, hard_rock, emo, nu_metal",,2010,,,,,,,,,
Brain Damage,Pink Floyd,,,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",,1973,,,,,,,,,
Lounge Act,Nirvana,,,"rock, alternative, alternative_rock, 90s, grunge",,1991,,,,,,,,,
Manhattan,Kings of Leon,,,"rock, alternative, indie, alternative_rock, indie_rock, 00s",,2008,,,,,,,,,
Ramble On,Led Zeppelin,,,"rock, classic_rock, hard_rock, british, 70s, 60s, blues_rock",,2018,,,,,,,,,
You Can't Always Get What You Want,The Rolling Stones,,,"rock, classic_rock, british, blues, 60s",,1975,,,,,,,,,
Ironic,Alanis Morissette,,,"rock, alternative, pop, female_vocalists, alternative_rock, singer_songwriter, 90s, acoustic, pop_rock",,2013,,,,,,,,,
That's What You Get,Paramore,,,"rock, alternative, pop, female_vocalists, alternative_rock, punk, punk_rock, emo, pop_rock",,2008,,,,,,,,,
Wind of Change,Scorpions,,,"rock, classic_rock, hard_rock, 80s",,2010,,,,,,,,,
The Modern Age,The Strokes,,,"rock, alternative, indie, alternative_rock, indie_rock, american, post_punk, 00s",,2001,,,,,,,,,
Woman,Wolfmother,,,"rock, alternative, alternative_rock, hard_rock",,2007,,,,,,,,,
Live Forever,Oasis,,,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",,2006,,,,,,,,,
Space Oddity,David Bowie,,,"rock, pop, classic_rock, singer_songwriter, british, psychedelic, 70s, 60s",,2011,,,,,,,,,
Tiny Dancer,Elton John,,,"rock, pop, classic_rock, singer_songwriter, british, soundtrack, piano, 70s",,2007,,,,,,,,,
Tell Me Baby,Red Hot Chili Peppers,,,"rock, alternative, alternative_rock, funk",,2006,,,,,,,,,
White Room,Cream,,,"rock, classic_rock, blues, psychedelic, 60s, psychedelic_rock, blues_rock",,2000,,,,,,,,,
Love Me Do,The Beatles,,,"rock, pop, classic_rock, british, 60s, oldies, love",,2008,,,,,,,,,
Get Back,The Beatles,,,"rock, pop, classic_rock, british, 70s, 60s, oldies",,2014,,,,,,,,,
Mr. Blue Sky,Electric Light Orchestra,,,"rock, pop, classic_rock, progressive_rock, british, 70s",,2006,,,,,,,,,
Layla,Eric Clapton,,,"rock, classic_rock, blues, 70s, guitar, blues_rock",,2004,,,,,,,,,
Bliss,Muse,,,"rock, electronic, alternative, indie, alternative_rock, indie_rock, progressive_rock, british, beautiful",,2001,,,,,,,,,
Sunday Bloody Sunday,U2,,,"rock, alternative, pop, classic_rock, 80s",,1998,,,,,,,,,
Gold Lion,Yeah Yeah Yeahs,,,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock",,2006,,,,,,,,,
Spaceman,The Killers,,,"rock, alternative, indie, pop, alternative_rock, indie_rock, 00s",,2009,,,,,,,,,
Wouldn't It Be Nice,The Beach Boys,,,"rock, pop, classic_rock, 60s, oldies, love",,1989,,,,,,,,,
Counting Stars,OneRepublic,,,"rock, alternative, indie, pop, pop_rock",,2013,,,,,,,,,
Red Light Indicates Doors Are Secured,Arctic Monkeys,,,"rock, alternative, indie, alternative_rock, indie_rock, british, 00s, britpop",,2006,,,,,,,,,
